Airport,Terminal,Date,Hour,All Passengers Average Wait Time,All Passengers Max Wait Time,Number of Passengers,Number of Flights,Number of Booths
ATL,Concourse F,12/15/2017,1900 - 2000,33,109,191,1,13
ATL,Concourse F,12/15/2017,2000 - 2100,30,79,173,1,13
ATL,Concourse E,12/16/2017,0500 - 0600,4,45,985,4,13
ATL,Concourse E,12/16/2017,0600 - 0700,2,34,408,2,12
ATL,Concourse E,12/16/2017,0800 - 0900,19,65,230,1,8
ATL,Concourse E,12/16/2017,0900 - 1000,20,62,338,2,9
ATL,Concourse E,12/16/2017,1000 - 1100,8,37,163,2,7
ATL,Concourse E,12/16/2017,1100 - 1200,8,48,282,3,9
ATL,Concourse E,12/16/2017,1200 - 1300,14,57,915,5,16
ATL,Concourse E,12/16/2017,1300 - 1400,12,45,406,3,21
ATL,Concourse E,12/16/2017,1400 - 1500,8,33,1558,7,16
ATL,Concourse E,12/16/2017,1500 - 1600,9,51,1734,10,14
ATL,Concourse E,12/16/2017,1600 - 1700,9,39,1171,7,14
ATL,Concourse E,12/16/2017,1700 - 1800,23,149,1912,12,15
ATL,Concourse E,12/16/2017,1800 - 1900,29,131,2043,14,16
ATL,Concourse E,12/16/2017,1900 - 2000,21,96,1301,10,15
ATL,Concourse E,12/16/2017,2000 - 2100,13,88,710,4,13
ATL,Concourse E,12/16/2017,2100 - 2200,8,78,130,1,6
ATL,Concourse F,12/16/2017,0100 - 0200,1,7,19,1,2
ATL,Concourse F,12/16/2017,1100 - 1200,13,47,126,1,7
ATL,Concourse F,12/16/2017,1500 - 1600,6,30,55,1,4
ATL,Concourse F,12/16/2017,1600 - 1700,6,29,139,1,3
ATL,Concourse F,12/16/2017,1800 - 1900,5,37,93,1,4
ATL,Concourse F,12/16/2017,2000 - 2100,38,99,195,1,16
ATL,Concourse E,12/17/2017,0500 - 0600,9,54,1172,5,15
ATL,Concourse E,12/17/2017,0700 - 0800,0,4,278,1,7
ATL,Concourse E,12/17/2017,0800 - 0900,12,47,470,2,12
ATL,Concourse E,12/17/2017,0900 - 1000,3,25,147,1,10
ATL,Concourse E,12/17/2017,1000 - 1100,3,28,228,2,9
ATL,Concourse E,12/17/2017,1100 - 1200,4,32,270,2,9
ATL,Concourse E,12/17/2017,1200 - 1300,14,42,214,5,16
ATL,Concourse E,12/17/2017,1300 - 1400,8,22,131,2,12
ATL,Concourse E,12/17/2017,1400 - 1500,9,24,7,1,0
ATL,Concourse E,12/17/2017,1500 - 1600,20,89,7,1,0
ATL,Concourse E,12/17/2017,1800 - 1900,5,36,268,3,4
ATL,Concourse E,12/17/2017,1900 - 2000,0,14,725,3,19
ATL,Concourse E,12/17/2017,2000 - 2100,7,21,448,3,21
ATL,Concourse E,12/17/2017,2100 - 2200,0,0,220,1,15
ATL,Concourse E,12/17/2017,2200 - 2300,6,28,361,2,9
ATL,Concourse F,12/17/2017,1000 - 1100,14,38,149,2,8
ATL,Concourse F,12/17/2017,1100 - 1200,5,21,131,1,8
ATL,Concourse F,12/17/2017,1800 - 1900,22,37,77,1,17
ATL,Concourse F,12/17/2017,1900 - 2000,6,24,233,2,19
ATL,Concourse F,12/17/2017,2000 - 2100,11,29,389,2,17
ATL,Concourse F,12/17/2017,2100 - 2200,8,22,230,1,21
ATL,Concourse F,12/17/2017,2200 - 2300,7,24,208,1,7
ATL,Concourse E,12/18/2017,0500 - 0600,25,94,1008,4,14
ATL,Concourse E,12/18/2017,0700 - 0800,0,8,276,1,11
ATL,Concourse E,12/18/2017,0900 - 1000,0,1,142,1,7
ATL,Concourse E,12/18/2017,1000 - 1100,8,16,153,1,5
ATL,Concourse E,12/18/2017,1100 - 1200,32,52,7,1,0
ATL,Concourse E,12/18/2017,1200 - 1300,5,24,713,5,10
ATL,Concourse E,12/18/2017,1300 - 1400,6,24,393,4,11
ATL,Concourse E,12/18/2017,1400 - 1500,5,17,147,1,6
ATL,Concourse E,12/18/2017,1500 - 1600,8,36,971,8,14
ATL,Concourse E,12/18/2017,1600 - 1700,7,35,1237,7,14
ATL,Concourse E,12/18/2017,1700 - 1800,19,97,1265,11,17
ATL,Concourse E,12/18/2017,1800 - 1900,19,76,1071,6,13
ATL,Concourse E,12/18/2017,1900 - 2000,19,44,627,6,14
ATL,Concourse E,12/18/2017,2000 - 2100,10,49,746,4,10
ATL,Concourse E,12/18/2017,2100 - 2200,0,8,203,1,8
ATL,Concourse F,12/18/2017,0500 - 0600,22,87,197,1,12
ATL,Concourse F,12/18/2017,1000 - 1100,7,19,59,1,8
ATL,Concourse F,12/18/2017,1100 - 1200,8,23,122,1,9
ATL,Concourse F,12/18/2017,1200 - 1300,21,33,70,1,9
ATL,Concourse F,12/18/2017,1600 - 1700,19,44,70,1,9
ATL,Concourse F,12/18/2017,1800 - 1900,17,66,234,2,7
ATL,Concourse F,12/18/2017,1900 - 2000,10,24,54,1,2
ATL,Concourse F,12/18/2017,2300 - 0000,5,18,32,1,2
ATL,Concourse E,12/19/2017,0500 - 0600,1,11,202,1,9
ATL,Concourse E,12/19/2017,0900 - 1000,9,47,53,1,9
ATL,Concourse E,12/19/2017,1200 - 1300,12,32,194,2,10
ATL,Concourse E,12/19/2017,1300 - 1400,10,39,1069,6,18
ATL,Concourse E,12/19/2017,1400 - 1500,5,18,334,2,18
ATL,Concourse E,12/19/2017,1500 - 1600,21,106,2432,10,20
ATL,Concourse E,12/19/2017,1600 - 1700,22,93,1483,9,14
ATL,Concourse E,12/19/2017,1700 - 1800,22,71,1120,9,19
ATL,Concourse E,12/19/2017,1800 - 1900,20,94,1879,12,19
ATL,Concourse E,12/19/2017,1900 - 2000,12,89,1387,9,17
ATL,Concourse E,12/19/2017,2000 - 2100,13,53,303,1,14
ATL,Concourse E,12/19/2017,2200 - 2300,8,51,249,1,6
ATL,Concourse F,12/19/2017,0900 - 1000,24,67,512,2,14
ATL,Concourse F,12/19/2017,1100 - 1200,11,37,290,3,9
ATL,Concourse F,12/19/2017,1300 - 1400,8,26,201,1,14
ATL,Concourse F,12/19/2017,1400 - 1500,5,14,45,1,9
ATL,Concourse F,12/19/2017,1700 - 1800,29,69,62,1,7
ATL,Concourse F,12/19/2017,1900 - 2000,29,80,233,2,13
ATL,Concourse F,12/19/2017,2100 - 2200,16,30,57,1,8
ATL,Concourse E,12/20/2017,0500 - 0600,8,38,750,3,15
ATL,Concourse E,12/20/2017,0600 - 0700,0,5,296,1,11
ATL,Concourse E,12/20/2017,0700 - 0800,6,34,486,2,13
ATL,Concourse E,12/20/2017,0800 - 0900,2,15,239,1,11
ATL,Concourse E,12/20/2017,0900 - 1000,3,18,35,1,10
ATL,Concourse E,12/20/2017,1000 - 1100,4,17,83,1,8
ATL,Concourse E,12/20/2017,1100 - 1200,5,24,177,2,8
ATL,Concourse E,12/20/2017,1200 - 1300,0,10,360,3,12
ATL,Concourse E,12/20/2017,1300 - 1400,7,35,965,5,17
ATL,Concourse E,12/20/2017,1400 - 1500,11,66,1328,6,15
ATL,Concourse E,12/20/2017,1500 - 1600,20,85,899,5,17
ATL,Concourse E,12/20/2017,1600 - 1700,26,86,1186,7,15
ATL,Concourse E,12/20/2017,1700 - 1800,21,85,1458,10,17
ATL,Concourse E,12/20/2017,1800 - 1900,16,64,1138,7,18
ATL,Concourse E,12/20/2017,1900 - 2000,15,60,1551,11,16
ATL,Concourse E,12/20/2017,2000 - 2100,10,57,757,5,17
ATL,Concourse E,12/20/2017,2100 - 2200,0,6,153,1,12
ATL,Concourse E,12/20/2017,2300 - 0000,15,42,192,1,8
ATL,Concourse F,12/20/2017,0900 - 1000,17,38,262,1,12
ATL,Concourse F,12/20/2017,1000 - 1100,13,38,84,1,9
ATL,Concourse F,12/20/2017,1500 - 1600,16,47,488,2,11
ATL,Concourse F,12/20/2017,1600 - 1700,27,58,99,1,7
ATL,Concourse F,12/20/2017,2000 - 2100,18,61,191,1,9
ATL,Concourse E,12/21/2017,0500 - 0600,15,78,975,4,14
ATL,Concourse E,12/21/2017,0600 - 0700,11,59,444,2,14
ATL,Concourse E,12/21/2017,0700 - 0800,11,24,285,1,15
ATL,Concourse E,12/21/2017,0900 - 1000,3,23,508,2,13
ATL,Concourse E,12/21/2017,1000 - 1100,4,20,81,1,9
ATL,Concourse E,12/21/2017,1100 - 1200,5,21,134,2,7
ATL,Concourse E,12/21/2017,1200 - 1300,0,4,126,1,9
ATL,Concourse E,12/21/2017,1300 - 1400,12,92,1245,7,12
ATL,Concourse E,12/21/2017,1400 - 1500,14,73,1167,5,16
ATL,Concourse E,12/21/2017,1500 - 1600,25,113,1684,12,15
ATL,Concourse E,12/21/2017,1600 - 1700,20,87,882,8,11
ATL,Concourse E,12/21/2017,1700 - 1800,18,139,1294,9,14
ATL,Concourse E,12/21/2017,1800 - 1900,26,178,1791,15,16
ATL,Concourse E,12/21/2017,1900 - 2000,40,156,1606,14,19
ATL,Concourse E,12/21/2017,2000 - 2100,37,130,274,3,13
ATL,Concourse E,12/21/2017,2100 - 2200,15,62,291,1,14
ATL,Concourse F,12/21/2017,0500 - 0600,35,90,246,1,15
ATL,Concourse F,12/21/2017,0900 - 1000,1,4,42,1,13
ATL,Concourse F,12/21/2017,1000 - 1100,13,29,82,1,8
ATL,Concourse F,12/21/2017,1100 - 1200,12,44,121,1,8
ATL,Concourse F,12/21/2017,1500 - 1600,62,190,357,2,10
ATL,Concourse F,12/21/2017,1800 - 1900,95,213,314,2,19
ATL,Concourse F,12/21/2017,1900 - 2000,60,213,373,5,14
ATL,Concourse F,12/21/2017,2000 - 2100,18,37,37,1,5
ATL,Concourse F,12/21/2017,2100 - 2200,10,25,110,6,7
ATL,Concourse F,12/21/2017,2200 - 2300,1,3,6,1,2
ATL,Concourse E,12/22/2017,0500 - 0600,16,75,836,4,13
ATL,Concourse E,12/22/2017,0600 - 0700,12,51,446,2,13
ATL,Concourse E,12/22/2017,0700 - 0800,2,17,258,1,13
ATL,Concourse E,12/22/2017,0800 - 0900,3,14,234,1,14
ATL,Concourse E,12/22/2017,0900 - 1000,1,14,375,2,14
ATL,Concourse E,12/22/2017,1000 - 1100,8,32,219,2,10
ATL,Concourse E,12/22/2017,1100 - 1200,7,23,245,2,9
ATL,Concourse E,12/22/2017,1200 - 1300,15,75,916,6,13
ATL,Concourse E,12/22/2017,1300 - 1400,13,68,651,5,15
ATL,Concourse E,12/22/2017,1400 - 1500,9,58,1364,6,17
ATL,Concourse E,12/22/2017,1500 - 1600,6,31,1093,7,15
ATL,Concourse E,12/22/2017,1600 - 1700,14,76,2130,12,18
ATL,Concourse E,12/22/2017,1700 - 1800,24,119,1750,12,20
ATL,Concourse E,12/22/2017,1800 - 1900,30,156,2495,14,18
ATL,Concourse E,12/22/2017,1900 - 2000,41,161,1314,11,21
ATL,Concourse E,12/22/2017,2000 - 2100,24,99,1026,6,18
ATL,Concourse F,12/22/2017,0900 - 1000,0,2,26,1,7
ATL,Concourse F,12/22/2017,1000 - 1100,8,30,319,4,11
ATL,Concourse F,12/22/2017,1300 - 1400,23,62,107,1,13
ATL,Concourse F,12/22/2017,1800 - 1900,20,83,89,1,3
ATL,Concourse F,12/22/2017,1900 - 2000,48,123,237,1,13
ATL,Concourse F,12/22/2017,2100 - 2200,9,62,31,1,3
ATL,Concourse F,12/22/2017,2300 - 0000,9,27,120,1,4
ATL,Concourse E,12/23/2017,0500 - 0600,23,101,1081,5,16
ATL,Concourse E,12/23/2017,0600 - 0700,9,46,265,1,15
ATL,Concourse E,12/23/2017,0800 - 0900,5,24,243,1,8
ATL,Concourse E,12/23/2017,0900 - 1000,0,7,97,1,7
ATL,Concourse E,12/23/2017,1000 - 1100,10,43,236,2,5
ATL,Concourse E,12/23/2017,1100 - 1200,7,96,431,3,9
ATL,Concourse E,12/23/2017,1200 - 1300,19,65,214,2,12
ATL,Concourse E,12/23/2017,1300 - 1400,15,55,1260,6,21
ATL,Concourse E,12/23/2017,1400 - 1500,8,36,1024,7,23
ATL,Concourse E,12/23/2017,1500 - 1600,11,80,1590,8,18
ATL,Concourse E,12/23/2017,1600 - 1700,18,104,2554,14,21
ATL,Concourse E,12/23/2017,1700 - 1800,27,90,1659,10,23
ATL,Concourse E,12/23/2017,1800 - 1900,20,83,2243,15,24
ATL,Concourse E,12/23/2017,1900 - 2000,18,70,1154,11,22
ATL,Concourse E,12/23/2017,2000 - 2100,16,89,2059,13,19
ATL,Concourse E,12/23/2017,2100 - 2200,2,24,351,2,10
ATL,Concourse F,12/23/2017,0900 - 1000,8,25,125,1,6
ATL,Concourse F,12/23/2017,1000 - 1100,16,57,171,2,6
ATL,Concourse F,12/23/2017,1100 - 1200,27,75,204,2,7
ATL,Concourse F,12/23/2017,1200 - 1300,41,133,630,4,19
ATL,Concourse F,12/23/2017,1400 - 1500,9,27,238,1,17
ATL,Concourse F,12/23/2017,1800 - 1900,5,17,107,1,6
ATL,Concourse F,12/23/2017,2100 - 2200,9,19,17,1,0
ATL,Concourse E,12/24/2017,0500 - 0600,16,97,786,4,13
ATL,Concourse E,12/24/2017,0600 - 0700,11,45,233,1,12
ATL,Concourse E,12/24/2017,0900 - 1000,7,16,19,1,3
ATL,Concourse E,12/24/2017,1000 - 1100,3,23,335,4,9
ATL,Concourse E,12/24/2017,1100 - 1200,6,51,191,2,10
ATL,Concourse E,12/24/2017,1200 - 1300,6,51,565,5,13
ATL,Concourse E,12/24/2017,1300 - 1400,11,48,936,7,16
ATL,Concourse E,12/24/2017,1400 - 1500,9,45,1189,6,15
ATL,Concourse E,12/24/2017,1500 - 1600,9,46,1221,8,18
ATL,Concourse E,12/24/2017,1600 - 1700,19,78,1468,11,16
ATL,Concourse E,12/24/2017,1700 - 1800,14,72,1074,10,17
ATL,Concourse E,12/24/2017,1800 - 1900,21,99,1381,14,23
ATL,Concourse E,12/24/2017,1900 - 2000,10,81,1304,14,16
ATL,Concourse E,12/24/2017,2000 - 2100,14,53,437,2,21
ATL,Concourse F,12/24/2017,0500 - 0600,43,99,513,2,16
ATL,Concourse F,12/24/2017,0800 - 0900,8,26,208,1,11
ATL,Concourse F,12/24/2017,0900 - 1000,6,18,60,1,8
ATL,Concourse F,12/24/2017,1000 - 1100,10,18,28,1,6
ATL,Concourse F,12/24/2017,1100 - 1200,8,32,211,2,9
ATL,Concourse F,12/24/2017,1200 - 1300,11,54,92,2,6
ATL,Concourse F,12/24/2017,1500 - 1600,1,9,28,1,1
ATL,Concourse F,12/24/2017,1800 - 1900,1,6,22,1,4
ATL,Concourse F,12/24/2017,2000 - 2100,9,36,212,2,11
ATL,Concourse E,12/25/2017,0500 - 0600,32,110,695,3,14
ATL,Concourse E,12/25/2017,0700 - 0800,18,34,180,1,9
ATL,Concourse E,12/25/2017,0900 - 1000,3,21,330,2,12
ATL,Concourse E,12/25/2017,1000 - 1100,1,10,45,1,9
ATL,Concourse E,12/25/2017,1100 - 1200,36,65,7,1,0
ATL,Concourse E,12/25/2017,1200 - 1300,4,29,243,2,13
ATL,Concourse E,12/25/2017,1300 - 1400,14,65,457,4,13
ATL,Concourse E,12/25/2017,1400 - 1500,16,60,649,5,16
ATL,Concourse E,12/25/2017,1500 - 1600,18,92,1014,7,20
ATL,Concourse E,12/25/2017,1600 - 1700,18,81,1148,7,14
ATL,Concourse E,12/25/2017,1700 - 1800,18,89,607,7,14
ATL,Concourse E,12/25/2017,1800 - 1900,27,102,1514,14,19
ATL,Concourse E,12/25/2017,1900 - 2000,22,76,796,9,19
ATL,Concourse E,12/25/2017,2000 - 2100,7,40,428,2,17
ATL,Concourse F,12/25/2017,0500 - 0600,33,115,644,3,14
ATL,Concourse F,12/25/2017,0600 - 0700,22,52,153,1,11
ATL,Concourse F,12/25/2017,1000 - 1100,3,7,20,1,5
ATL,Concourse F,12/25/2017,1100 - 1200,6,25,208,4,8
ATL,Concourse F,12/25/2017,1300 - 1400,33,100,697,4,16
ATL,Concourse F,12/25/2017,1400 - 1500,25,70,464,2,9
ATL,Concourse F,12/25/2017,1600 - 1700,11,66,110,1,8
ATL,Concourse F,12/25/2017,1700 - 1800,33,88,346,2,11
ATL,Concourse F,12/25/2017,2000 - 2100,14,39,232,2,16
ATL,Concourse E,12/26/2017,0500 - 0600,23,90,442,2,13
ATL,Concourse E,12/26/2017,0800 - 0900,1,13,224,1,11
ATL,Concourse E,12/26/2017,0900 - 1000,2,14,95,1,9
ATL,Concourse E,12/26/2017,1000 - 1100,3,22,207,2,7
ATL,Concourse E,12/26/2017,1100 - 1200,0,4,146,2,4
ATL,Concourse E,12/26/2017,1200 - 1300,30,85,587,4,14
ATL,Concourse E,12/26/2017,1300 - 1400,23,102,851,7,16
ATL,Concourse E,12/26/2017,1400 - 1500,7,38,779,4,19
ATL,Concourse E,12/26/2017,1500 - 1600,21,89,1996,10,22
ATL,Concourse E,12/26/2017,1600 - 1700,25,103,974,6,14
ATL,Concourse E,12/26/2017,1700 - 1800,24,138,1808,11,27
ATL,Concourse E,12/26/2017,1800 - 1900,27,131,2179,16,21
ATL,Concourse E,12/26/2017,1900 - 2000,18,87,938,9,17
ATL,Concourse E,12/26/2017,2000 - 2100,7,39,944,7,19
ATL,Concourse E,12/26/2017,2200 - 2300,0,6,31,1,1
ATL,Concourse F,12/26/2017,0500 - 0600,47,109,835,4,15
ATL,Concourse F,12/26/2017,0800 - 0900,22,58,264,1,11
ATL,Concourse F,12/26/2017,0900 - 1000,11,43,18,1,4
ATL,Concourse F,12/26/2017,1000 - 1100,7,28,71,2,5
ATL,Concourse F,12/26/2017,1100 - 1200,19,47,55,1,5
ATL,Concourse F,12/26/2017,1200 - 1300,22,82,395,4,12
ATL,Concourse F,12/26/2017,1500 - 1600,13,67,527,2,13
ATL,Concourse F,12/26/2017,1700 - 1800,23,73,135,1,8
ATL,Concourse F,12/26/2017,1900 - 2000,40,93,346,2,18
ATL,Concourse F,12/26/2017,2000 - 2100,21,40,81,1,12
ATL,Concourse E,12/27/2017,0500 - 0600,30,127,1096,5,13
ATL,Concourse E,12/27/2017,0600 - 0700,32,91,270,1,12
ATL,Concourse E,12/27/2017,0800 - 0900,2,12,222,1,10
ATL,Concourse E,12/27/2017,0900 - 1000,4,18,215,1,10
ATL,Concourse E,12/27/2017,1000 - 1100,2,21,210,2,8
ATL,Concourse E,12/27/2017,1100 - 1200,0,17,188,2,8
ATL,Concourse E,12/27/2017,1200 - 1300,13,73,518,4,19
ATL,Concourse E,12/27/2017,1300 - 1400,20,73,1120,7,21
ATL,Concourse E,12/27/2017,1400 - 1500,14,80,1709,7,19
ATL,Concourse E,12/27/2017,1500 - 1600,21,99,1476,7,23
ATL,Concourse E,12/27/2017,1600 - 1700,9,49,1323,9,16
ATL,Concourse E,12/27/2017,1700 - 1800,18,80,1777,11,21
ATL,Concourse E,12/27/2017,1800 - 1900,18,91,1520,11,20
ATL,Concourse E,12/27/2017,1900 - 2000,18,82,1338,12,15
ATL,Concourse E,12/27/2017,2000 - 2100,12,53,893,6,18
ATL,Concourse F,12/27/2017,0500 - 0600,71,147,382,2,15
ATL,Concourse F,12/27/2017,0900 - 1000,4,15,31,1,6
ATL,Concourse F,12/27/2017,1000 - 1100,3,32,98,2,5
ATL,Concourse F,12/27/2017,1100 - 1200,4,20,134,2,5
ATL,Concourse F,12/27/2017,1200 - 1300,13,63,224,2,11
ATL,Concourse F,12/27/2017,1300 - 1400,28,51,40,1,6
ATL,Concourse F,12/27/2017,1400 - 1500,30,88,483,2,18
ATL,Concourse F,12/27/2017,1900 - 2000,21,62,145,1,8
ATL,Concourse F,12/27/2017,2100 - 2200,5,19,144,1,13
ATL,Concourse E,12/28/2017,0500 - 0600,35,139,1147,5,11
ATL,Concourse E,12/28/2017,0800 - 0900,12,47,555,3,13
ATL,Concourse E,12/28/2017,1000 - 1100,4,36,285,2,9
ATL,Concourse E,12/28/2017,1100 - 1200,13,61,102,1,10
ATL,Concourse E,12/28/2017,1200 - 1300,15,92,1166,8,20
ATL,Concourse E,12/28/2017,1300 - 1400,19,75,693,4,18
ATL,Concourse E,12/28/2017,1400 - 1500,14,80,1409,6,18
ATL,Concourse E,12/28/2017,1500 - 1600,22,135,2011,11,16
ATL,Concourse E,12/28/2017,1600 - 1700,11,58,507,3,16
ATL,Concourse E,12/28/2017,1700 - 1800,24,183,1339,9,17
ATL,Concourse E,12/28/2017,1800 - 1900,28,138,2729,17,17
ATL,Concourse E,12/28/2017,1900 - 2000,24,99,1219,9,19
ATL,Concourse E,12/28/2017,2000 - 2100,14,78,780,5,19
ATL,Concourse E,12/28/2017,2100 - 2200,0,0,116,1,8
ATL,Concourse F,12/28/2017,0500 - 0600,40,125,452,2,10
ATL,Concourse F,12/28/2017,0700 - 0800,29,49,178,1,13
ATL,Concourse F,12/28/2017,0900 - 1000,7,20,102,1,8
ATL,Concourse F,12/28/2017,1000 - 1100,11,53,218,3,8
ATL,Concourse F,12/28/2017,1100 - 1200,12,51,260,2,9
ATL,Concourse F,12/28/2017,1200 - 1300,27,93,124,1,9
ATL,Concourse F,12/28/2017,1300 - 1400,48,110,103,1,11
ATL,Concourse F,12/28/2017,1500 - 1600,36,97,65,1,4
ATL,Concourse F,12/28/2017,1600 - 1700,10,76,216,2,4
ATL,Concourse F,12/28/2017,1700 - 1800,27,105,253,2,11
ATL,Concourse E,12/29/2017,0500 - 0600,14,73,870,4,16
ATL,Concourse E,12/29/2017,0600 - 0700,4,25,263,1,12
ATL,Concourse E,12/29/2017,0800 - 0900,0,5,225,1,11
ATL,Concourse E,12/29/2017,1000 - 1100,2,17,280,2,12
ATL,Concourse E,12/29/2017,1100 - 1200,0,1,154,1,5
ATL,Concourse E,12/29/2017,1200 - 1300,10,72,1365,9,13
ATL,Concourse E,12/29/2017,1300 - 1400,15,60,570,3,15
ATL,Concourse E,12/29/2017,1400 - 1500,6,65,940,4,15
ATL,Concourse E,12/29/2017,1500 - 1600,18,81,2372,11,18
ATL,Concourse E,12/29/2017,1600 - 1700,13,55,1688,10,19
ATL,Concourse E,12/29/2017,1700 - 1800,13,51,1813,11,25
ATL,Concourse E,12/29/2017,1800 - 1900,23,88,2155,15,19
ATL,Concourse E,12/29/2017,1900 - 2000,15,67,1576,11,22
ATL,Concourse E,12/29/2017,2000 - 2100,9,38,308,2,16
ATL,Concourse E,12/29/2017,2100 - 2200,2,12,108,1,9
ATL,Concourse F,12/29/2017,0500 - 0600,39,108,670,3,17
ATL,Concourse F,12/29/2017,0900 - 1000,6,19,263,2,9
ATL,Concourse F,12/29/2017,1000 - 1100,13,35,485,4,13
ATL,Concourse F,12/29/2017,1100 - 1200,6,17,122,1,11
ATL,Concourse F,12/29/2017,1200 - 1300,8,22,108,1,12
ATL,Concourse F,12/29/2017,1300 - 1400,19,56,113,1,6
ATL,Concourse F,12/29/2017,1600 - 1700,11,43,118,1,10
ATL,Concourse F,12/29/2017,1800 - 1900,1,8,9,1,1
ATL,Concourse F,12/29/2017,2000 - 2100,12,39,162,1,11
ATL,Concourse E,12/30/2017,0500 - 0600,25,107,1045,4,14
ATL,Concourse E,12/30/2017,0600 - 0700,9,60,459,2,9
ATL,Concourse E,12/30/2017,0800 - 0900,41,57,241,1,10
ATL,Concourse E,12/30/2017,0900 - 1000,6,28,151,1,10
ATL,Concourse E,12/30/2017,1000 - 1100,15,77,631,5,9
ATL,Concourse E,12/30/2017,1100 - 1200,15,50,338,2,10
ATL,Concourse E,12/30/2017,1200 - 1300,9,37,671,4,15
ATL,Concourse E,12/30/2017,1300 - 1400,8,30,1170,6,19
ATL,Concourse E,12/30/2017,1400 - 1500,12,173,1196,6,22
ATL,Concourse E,12/30/2017,1500 - 1600,12,45,2265,10,17
ATL,Concourse E,12/30/2017,1600 - 1700,18,66,1603,9,19
ATL,Concourse E,12/30/2017,1700 - 1800,22,68,1561,10,16
ATL,Concourse E,12/30/2017,1800 - 1900,22,107,2649,17,20
ATL,Concourse E,12/30/2017,1900 - 2000,37,101,2254,14,17
ATL,Concourse E,12/30/2017,2000 - 2100,24,69,1528,11,16
ATL,Concourse F,12/30/2017,0500 - 0600,25,95,159,1,11
ATL,Concourse F,12/30/2017,0900 - 1000,17,39,239,1,11
ATL,Concourse F,12/30/2017,1000 - 1100,13,64,287,2,9
ATL,Concourse F,12/30/2017,1100 - 1200,27,68,74,1,9
ATL,Concourse F,12/30/2017,1200 - 1300,14,59,346,3,16
ATL,Concourse F,12/30/2017,1400 - 1500,3,14,241,1,13
ATL,Concourse F,12/30/2017,1900 - 2000,7,18,155,1,11
ATL,Concourse F,12/30/2017,2000 - 2100,39,52,122,1,12
ATL,Concourse E,12/31/2017,0500 - 0600,5,35,1215,5,18
ATL,Concourse E,12/31/2017,0600 - 0700,0,0,293,1,13
ATL,Concourse E,12/31/2017,0800 - 0900,0,1,254,2,13
ATL,Concourse E,12/31/2017,0900 - 1000,1,16,403,2,13
ATL,Concourse E,12/31/2017,1000 - 1100,3,19,622,5,10
ATL,Concourse E,12/31/2017,1100 - 1200,2,22,263,2,8
ATL,Concourse E,12/31/2017,1200 - 1300,10,54,1218,7,16
ATL,Concourse E,12/31/2017,1300 - 1400,10,51,1340,9,17
ATL,Concourse E,12/31/2017,1400 - 1500,9,34,1638,7,14
ATL,Concourse E,12/31/2017,1500 - 1600,13,43,1368,7,15
ATL,Concourse E,12/31/2017,1600 - 1700,9,45,1598,10,14
ATL,Concourse E,12/31/2017,1700 - 1800,12,64,2129,13,20
ATL,Concourse E,12/31/2017,1800 - 1900,18,96,2422,15,23
ATL,Concourse E,12/31/2017,1900 - 2000,11,46,1045,8,14
ATL,Concourse E,12/31/2017,2000 - 2100,2,17,992,5,14
ATL,Concourse F,12/31/2017,0500 - 0600,10,33,116,1,11
ATL,Concourse F,12/31/2017,1000 - 1100,7,25,88,1,9
ATL,Concourse F,12/31/2017,1100 - 1200,8,23,145,1,9
ATL,Concourse F,12/31/2017,1300 - 1400,6,20,142,1,14
ATL,Concourse F,12/31/2017,1900 - 2000,4,19,145,1,13
ATL,Concourse E,1/1/2018,0500 - 0600,13,65,973,4,15
ATL,Concourse E,1/1/2018,0700 - 0800,6,17,275,1,6
ATL,Concourse E,1/1/2018,0800 - 0900,0,6,242,1,11
ATL,Concourse E,1/1/2018,0900 - 1000,1,10,132,1,8
ATL,Concourse E,1/1/2018,1000 - 1100,5,30,708,5,11
ATL,Concourse E,1/1/2018,1100 - 1200,6,24,267,2,6
ATL,Concourse E,1/1/2018,1200 - 1300,12,56,1275,7,14
ATL,Concourse E,1/1/2018,1300 - 1400,12,34,475,3,14
ATL,Concourse E,1/1/2018,1400 - 1500,13,64,2132,9,16
ATL,Concourse E,1/1/2018,1500 - 1600,16,61,1599,8,18
ATL,Concourse E,1/1/2018,1600 - 1700,8,46,900,6,13
ATL,Concourse E,1/1/2018,1700 - 1800,20,79,2180,13,15
ATL,Concourse E,1/1/2018,1800 - 1900,15,56,1456,10,22
ATL,Concourse E,1/1/2018,1900 - 2000,31,81,703,6,21
ATL,Concourse E,1/1/2018,2000 - 2100,32,80,564,4,23
ATL,Concourse E,1/1/2018,2100 - 2200,14,34,480,3,19
ATL,Concourse F,1/1/2018,0500 - 0600,14,59,285,1,12
ATL,Concourse F,1/1/2018,1500 - 1600,5,18,62,1,1
ATL,Concourse F,1/1/2018,1600 - 1700,14,53,283,1,10
ATL,Concourse F,1/1/2018,2100 - 2200,14,28,325,5,19
ATL,Concourse F,1/1/2018,2200 - 2300,1,16,132,1,18
ATL,Concourse E,1/2/2018,0500 - 0600,7,41,1331,6,12
ATL,Concourse E,1/2/2018,0600 - 0700,3,23,271,1,8
ATL,Concourse E,1/2/2018,0800 - 0900,16,72,394,2,11
ATL,Concourse E,1/2/2018,0900 - 1000,39,67,137,1,8
ATL,Concourse E,1/2/2018,1000 - 1100,15,48,409,3,8
